Skill,Category of Skill,Importance_n,Level,Code,Profession,Importance1
Speaking,Basic Skills,44,32,45-4022.00,Logging Equipment Operator,44
Writing,Basic Skills,44,34,45-4022.00,Logging Equipment Operator,44
Coordination,Social Skills,44,39,45-4022.00,Logging Equipment Operator,44
Social Perceptiveness,Social Skills,44,32,45-4022.00,Logging Equipment Operator,44
Equipment Selection,Technical Skills,44,29,45-4022.00,Logging Equipment Operator,44
Critical Thinking,Basic Skills,75,59,13-1081.00,Logistician,75
Active Listening ,Basic Skills,72,59,13-1081.00,Logistician,72
Reading Comprehension,Basic Skills,72,59,13-1081.00,Logistician,72
Speaking,Basic Skills,72,57,13-1081.00,Logistician,72
Coordination,Social Skills,72,61,13-1081.00,Logistician,72
Complex Problem Solving,Complex Problem Solving,69,55,13-1081.00,Logistician,69
Social Perceptiveness,Social Skills,66,52,13-1081.00,Logistician,66
Judgement and Decision Making,Systems Skills,66,57,13-1081.00,Logistician,66
Active learning ,Basic Skills,63,50,13-1081.00,Logistician,63
Systems Analysis,Systems Skills,63,55,13-1081.00,Logistician,63
Writing,Basic Skills,60,54,13-1081.00,Logistician,60
Time Management,Resource Management Skills,60,54,13-1081.00,Logistician,60
Negotiation,Social Skills,56,50,13-1081.00,Logistician,56
Persuasion,Social Skills,56,52,13-1081.00,Logistician,56
Sevice Orientation,Social Skills,56,48,13-1081.00,Logistician,56
Management of Personnel Resources,Resource Management Skills,56,54,13-1081.00,Logistician,56
Systems Evaluation,Systems Skills,56,55,13-1081.00,Logistician,56
Instructing,Social Skills,53,43,13-1081.00,Logistician,53
Operations Analysis,Technical Skills,53,57,13-1081.00,Logistician,53
Learning Strategies,Basic Skills,50,50,13-1081.00,Logistician,50
Management of Material Resources,Resource Management Skills,47,37,13-1081.00,Logistician,47
Management of Financial Resources,Resource Management Skills,41,32,13-1081.00,Logistician,41
Critical Thinking,Basic Skills,75,59,13-1081.02,Logistics Analyst,75
Reading Comprehension,Basic Skills,75,57,13-1081.02,Logistics Analyst,75
Active Listening ,Basic Skills,72,57,13-1081.02,Logistics Analyst,72
Complex Problem Solving,Complex Problem Solving,72,57,13-1081.02,Logistics Analyst,72
Speaking,Basic Skills,69,48,13-1081.02,Logistics Analyst,69
Systems Analysis,Systems Skills,69,57,13-1081.02,Logistics Analyst,69
Systems Evaluation,Systems Skills,69,55,13-1081.02,Logistics Analyst,69
Judgement and Decision Making,Systems Skills,66,57,13-1081.02,Logistics Analyst,66
Writing,Basic Skills,60,57,13-1081.02,Logistics Analyst,60
Time Management,Resource Management Skills,56,48,13-1081.02,Logistics Analyst,56
Active learning ,Basic Skills,53,54,13-1081.02,Logistics Analyst,53
Coordination,Social Skills,50,45,13-1081.02,Logistics Analyst,50
Sevice Orientation,Social Skills,50,41,13-1081.02,Logistics Analyst,50
Social Perceptiveness,Social Skills,50,43,13-1081.02,Logistics Analyst,50
Management of Personnel Resources,Resource Management Skills,50,41,13-1081.02,Logistics Analyst,50
Instructing,Social Skills,47,41,13-1081.02,Logistics Analyst,47
Negotiation,Social Skills,47,41,13-1081.02,Logistics Analyst,47
Persuasion,Social Skills,47,41,13-1081.02,Logistics Analyst,47
Learning Strategies,Basic Skills,44,43,13-1081.02,Logistics Analyst,44
Management of Material Resources,Resource Management Skills,41,32,13-1081.02,Logistics Analyst,41
Reading Comprehension,Basic Skills,78,63,13-1081.01,Logistics Engineer,78
Systems Analysis,Systems Skills,78,61,13-1081.01,Logistics Engineer,78
Active Listening ,Basic Skills,75,59,13-1081.01,Logistics Engineer,75
Writing,Basic Skills,75,59,13-1081.01,Logistics Engineer,75
Complex Problem Solving,Complex Problem Solving,75,57,13-1081.01,Logistics Engineer,75
Judgement and Decision Making,Systems Skills,75,57,13-1081.01,Logistics Engineer,75
Critical Thinking,Basic Skills,72,61,13-1081.01,Logistics Engineer,72
Systems Evaluation,Systems Skills,72,59,13-1081.01,Logistics Engineer,72
Active learning ,Basic Skills,69,55,13-1081.01,Logistics Engineer,69
Speaking,Basic Skills,69,57,13-1081.01,Logistics Engineer,69
Time Management,Resource Management Skills,69,55,13-1081.01,Logistics Engineer,69
Coordination,Social Skills,60,52,13-1081.01,Logistics Engineer,60
Operations Analysis,Technical Skills,60,54,13-1081.01,Logistics Engineer,60
Persuasion,Social Skills,53,45,13-1081.01,Logistics Engineer,53
Social Perceptiveness,Social Skills,53,50,13-1081.01,Logistics Engineer,53
Management of Personnel Resources,Resource Management Skills,53,52,13-1081.01,Logistics Engineer,53
Learning Strategies,Basic Skills,50,50,13-1081.01,Logistics Engineer,50
Instructing,Social Skills,50,43,13-1081.01,Logistics Engineer,50
Sevice Orientation,Social Skills,50,43,13-1081.01,Logistics Engineer,50
Negotiation,Social Skills,47,41,13-1081.01,Logistics Engineer,47
Management of Financial Resources,Resource Management Skills,44,41,13-1081.01,Logistics Engineer,44
Management of Material Resources,Resource Management Skills,44,41,13-1081.01,Logistics Engineer,44
Quality Control Analysis,Technical Skills,44,41,13-1081.01,Logistics Engineer,44
Technology Design,Technical Skills,44,32,13-1081.01,Logistics Engineer,44
Programming,Technical Skills,41,32,13-1081.01,Logistics Engineer,41
Active Listening ,Basic Skills,75,57,11-9199.08,Loss Prevention Manager,75
Reading Comprehension,Basic Skills,75,57,11-9199.08,Loss Prevention Manager,75
Speaking,Basic Skills,75,57,11-9199.08,Loss Prevention Manager,75
Critical Thinking,Basic Skills,72,57,11-9199.08,Loss Prevention Manager,72
Instructing,Social Skills,72,55,11-9199.08,Loss Prevention Manager,72
Complex Problem Solving,Complex Problem Solving,72,55,11-9199.08,Loss Prevention Manager,72
Time Management,Resource Management Skills,72,55,11-9199.08,Loss Prevention Manager,72
Judgement and Decision Making,Systems Skills,72,57,11-9199.08,Loss Prevention Manager,72
Active learning ,Basic Skills,69,54,11-9199.08,Loss Prevention Manager,69
Writing,Basic Skills,69,55,11-9199.08,Loss Prevention Manager,69
Persuasion,Social Skills,69,55,11-9199.08,Loss Prevention Manager,69
Systems Analysis,Systems Skills,69,57,11-9199.08,Loss Prevention Manager,69
Systems Evaluation,Systems Skills,69,55,11-9199.08,Loss Prevention Manager,69
Coordination,Social Skills,66,52,11-9199.08,Loss Prevention Manager,66
Sevice Orientation,Social Skills,66,54,11-9199.08,Loss Prevention Manager,66
Social Perceptiveness,Social Skills,66,54,11-9199.08,Loss Prevention Manager,66
Management of Personnel Resources,Resource Management Skills,66,57,11-9199.08,Loss Prevention Manager,66
Negotiation,Social Skills,63,48,11-9199.08,Loss Prevention Manager,63
Learning Strategies,Basic Skills,56,46,11-9199.08,Loss Prevention Manager,56
Operation Monitoring,Technical Skills,41,41,11-9199.08,Loss Prevention Manager,41
Active Listening ,Basic Skills,75,57,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",75
Speaking,Basic Skills,72,54,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",72
Writing,Basic Skills,69,55,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",69
Sevice Orientation,Social Skills,69,48,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",69
Social Perceptiveness,Social Skills,69,57,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",69
Active learning ,Basic Skills,66,54,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",66
Learning Strategies,Basic Skills,66,52,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",66
Reading Comprehension,Basic Skills,66,55,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",66
Instructing,Social Skills,63,50,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",63
Judgement and Decision Making,Systems Skills,60,48,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",60
Critical Thinking,Basic Skills,56,57,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",56
Coordination,Social Skills,53,45,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",53
Persuasion,Social Skills,53,43,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",53
Complex Problem Solving,Complex Problem Solving,53,46,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",53
Time Management,Resource Management Skills,53,45,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",53
Negotiation,Social Skills,50,43,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",50
Systems Analysis,Systems Skills,50,43,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",50
Management of Personnel Resources,Resource Management Skills,47,41,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",47
Systems Evaluation,Systems Skills,47,43,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapist",47
Operation Monitoring,Technical Skills,60,48,53-7063.00,Machine Feeders and Offbearer,60
Active Listening ,Basic Skills,44,37,53-7063.00,Machine Feeders and Offbearer,44
Reading Comprehension,Basic Skills,44,41,53-7063.00,Machine Feeders and Offbearer,44
Speaking,Basic Skills,44,37,53-7063.00,Machine Feeders and Offbearer,44
Quality Control Analysis,Technical Skills,44,36,53-7063.00,Machine Feeders and Offbearer,44
Troubleshooting,Technical Skills,44,29,53-7063.00,Machine Feeders and Offbearer,44
Operation and Control,Technical Skills,41,36,53-7063.00,Machine Feeders and Offbearer,41
Operation and Control,Technical Skills,56,48,51-4041.00,Machinist,56
Critical Thinking,Basic Skills,53,45,51-4041.00,Machinist,53
Operation Monitoring,Technical Skills,53,46,51-4041.00,Machinist,53
Active Listening ,Basic Skills,50,41,51-4041.00,Machinist,50
Speaking,Basic Skills,50,43,51-4041.00,Machinist,50
Coordination,Social Skills,50,43,51-4041.00,Machinist,50
Complex Problem Solving,Complex Problem Solving,50,43,51-4041.00,Machinist,50
Quality Control Analysis,Technical Skills,50,43,51-4041.00,Machinist,50
Troubleshooting,Technical Skills,50,41,51-4041.00,Machinist,50
Reading Comprehension,Basic Skills,47,43,51-4041.00,Machinist,47
Social Perceptiveness,Social Skills,47,39,51-4041.00,Machinist,47
Time Management,Resource Management Skills,47,37,51-4041.00,Machinist,47
Equipment Maintenance,Technical Skills,47,41,51-4041.00,Machinist,47
Repairing,Technical Skills,47,39,51-4041.00,Machinist,47
Active learning ,Basic Skills,44,41,51-4041.00,Machinist,44
Judgement and Decision Making,Systems Skills,44,39,51-4041.00,Machinist,44
Equipment Selection,Technical Skills,41,37,51-4041.00,Machinist,41
Active Listening ,Basic Skills,72,55,29-2035.00,Magnetic Resonance Imaging Technologist,72
Reading Comprehension,Basic Skills,72,55,29-2035.00,Magnetic Resonance Imaging Technologist,72
Speaking,Basic Skills,66,54,29-2035.00,Magnetic Resonance Imaging Technologist,66
Operation Monitoring,Technical Skills,63,45,29-2035.00,Magnetic Resonance Imaging Technologist,63
Critical Thinking,Basic Skills,56,52,29-2035.00,Magnetic Resonance Imaging Technologist,56
Time Management,Resource Management Skills,56,43,29-2035.00,Magnetic Resonance Imaging Technologist,56
Judgement and Decision Making,Systems Skills,56,43,29-2035.00,Magnetic Resonance Imaging Technologist,56
Writing,Basic Skills,53,46,29-2035.00,Magnetic Resonance Imaging Technologist,53
Sevice Orientation,Social Skills,53,43,29-2035.00,Magnetic Resonance Imaging Technologist,53
Complex Problem Solving,Complex Problem Solving,53,45,29-2035.00,Magnetic Resonance Imaging Technologist,53
Active learning ,Basic Skills,50,43,29-2035.00,Magnetic Resonance Imaging Technologist,50
Coordination,Social Skills,50,43,29-2035.00,Magnetic Resonance Imaging Technologist,50
Instructing,Social Skills,50,43,29-2035.00,Magnetic Resonance Imaging Technologist,50
Persuasion,Social Skills,50,43,29-2035.00,Magnetic Resonance Imaging Technologist,50
Social Perceptiveness,Social Skills,50,45,29-2035.00,Magnetic Resonance Imaging Technologist,50
Systems Analysis,Systems Skills,50,41,29-2035.00,Magnetic Resonance Imaging Technologist,50
Operation and Control,Technical Skills,50,41,29-2035.00,Magnetic Resonance Imaging Technologist,50
Learning Strategies,Basic Skills,47,43,29-2035.00,Magnetic Resonance Imaging Technologist,47
Negotiation,Social Skills,47,41,29-2035.00,Magnetic Resonance Imaging Technologist,47
Systems Evaluation,Systems Skills,47,43,29-2035.00,Magnetic Resonance Imaging Technologist,47
Science,Basic Skills,41,32,29-2035.00,Magnetic Resonance Imaging Technologist,41
Quality Control Analysis,Technical Skills,41,41,29-2035.00,Magnetic Resonance Imaging Technologist,41
Troubleshooting,Technical Skills,41,37,29-2035.00,Magnetic Resonance Imaging Technologist,41
Sevice Orientation,Social Skills,53,37,37-2012.00,Maids and Housekeeping Cleaner,53
Coordination,Social Skills,50,37,37-2012.00,Maids and Housekeeping Cleaner,50
Time Management,Resource Management Skills,50,32,37-2012.00,Maids and Housekeeping Cleaner,50
Social Perceptiveness,Social Skills,47,30,37-2012.00,Maids and Housekeeping Cleaner,47
Active Listening ,Basic Skills,44,30,37-2012.00,Maids and Housekeeping Cleaner,44
Critical Thinking,Basic Skills,44,30,37-2012.00,Maids and Housekeeping Cleaner,44
Speaking,Basic Skills,44,30,37-2012.00,Maids and Housekeeping Cleaner,44
Reading Comprehension,Basic Skills,41,30,37-2012.00,Maids and Housekeeping Cleaner,41
Critical Thinking,Basic Skills,50,41,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",50
Reading Comprehension,Basic Skills,50,37,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",50
Speaking,Basic Skills,50,39,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",50
Time Management,Resource Management Skills,50,37,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",50
Active Listening ,Basic Skills,47,39,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",47
Writing,Basic Skills,47,39,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",47
Coordination,Social Skills,47,41,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",47
Judgement and Decision Making,Systems Skills,47,37,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",47
Operation and Control,Technical Skills,47,41,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",47
Operation Monitoring,Technical Skills,47,36,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",47
Social Perceptiveness,Social Skills,44,37,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",44
